0,0,27.5
0,1,36
0,2,70
1,0,12.5
1,1,12.5
1,2,27.5
1,3,87.5
2,0,9.9
2,1,10.25
2,2,20.5
2,3,70
3,0,13
3,1,12.25
3,2,24
3,3,72.5
