0,0,10.75
0,1,9.3
0,2,13.75
0,3,28.5
1,0,10.75
1,1,7.3
1,2,11.5
1,3,27
2,0,20.75
2,1,14
2,2,18.25
2,3,45
3,0,45
3,1,39
3,2,54
3,3,107.5
